10000 100000
9460 9869 6
4534 2827 2
7174 5690 1
3012 6151 4
487 1492 3
6929 5910 6
5975 3468 4
1837 0 0
460 123 1
2315 7041 2
5454 8521 3
2696 598 1
9001 5872 1
2212 4340 4
4773 8548 6
2881 4174 5
461 994 1
2774 1862 0
6315 3324 3
9109 8953 2
958 3844 6
9980 3572 4
9206 9381 0
9334 6223 4
322 2099 6
672 611 5
9225 1299 0
8155 7082 4
3659 4020 5
4901 8632 2
1137 5309 5
4730 310 3
2456 4402 4
197 6261 3
8438 832 2
3080 3351 1
5273 6727 5
4652 1302 1
5711 5057 1
7536 347 6
738 6665 5
8804 5452 0
9238 24 2
7682 4738 0
3060 9959 1
274 2904 6
2301 5769 0
4479 6346 2
888 8756 6
242 2363 4
9568 8852 2
210 654 0
4844 1123 0
7855 957 4
9772 5520 0
6721 5089 6
6866 3972 1
6581 7532 0
8928 3732 1
6901 8326 5
2038 1182 2
4299 1848 2
530 6087 4
1383 3603 0
5615 1166 4
1579 9915 0
5428 1257 6
1932 4808 6
6538 7360 2
9972 8445 0
5673 2577 3
370 5258 0
7186 795 2
9826 7289 2
3954 6488 3
4683 2243 3
3636 7170 4
9901 6505 4
1693 2694 6
6697 2494 0
7665 9704 6
4464 2041 3
7567 4892 3
3419 9151 6
7109 2083 3
1835 2169 2
6592 9026 5
9368 49 2
7495 5365 0
8363 2531 2
1095 4979 0
2442 2804 2
5857 6984 6
2872 4864 4
2007 965 4
3420 3110 5
2594 5464 3
4495 9846 0
1802 6109 3
5031 7008 6
1648 7557 0
6786 9156 4
3053 723 2
6842 7027 5
4259 9881 5
8077 1808 0
8395 1650 4
6649 1603 5
3952 2407 5
7770 1375 5
333 4516 1
9432 900 2
3395 2310 3
9592 4086 3
8817 3275 0
8216 1204 0
8639 1404 5
3192 7969 3
3514 1859 0
673 9945 2
7530 1502 4
5129 81 5
8520 3383 0
3664 1196 5
2708 456 5
1060 6474 0
3224 6017 4
5091 2805 6
2167 4472 2
362 3613 4
8143 2677 1
1411 8055 2
9477 9744 2
973 370 2
8354 7024 6
18 3807 5
7070 5932 3
9084 3162 2
5513 158 2
1174 153 0
5968 1600 5
2548 1635 4
8917 3722 5
4677 1234 0
3027 7990 0
7075 428 2
5982 586 0
1489 5189 2
3524 327 4
2415 1467 6
465 7114 1
7829 6079 2
6338 6712 5
1591 621 4
9849 8200 4
1329 6421 5
1687 1655 4
2984 6125 0
5149 8448 0
5059 9128 5
1001 8310 4
8963 4744 4
9194 8537 4
8583 3831 1
400 5672 4
7629 1376 3
929 6304 0
5681 1749 3
313 3898 1
3976 846 5
7956 5875 6
7721 3004 2
3148 1700 6
3808 9292 6
8684 1169 4
4374 1170 2
2171 32 0
3961 8962 2
8654 7089 3
302 2793 5
5660 42 2
3671 8129 0
5150 9648 2
3517 8380 2
9479 2729 4
2526 6095 4
8963 5135 1
9140 8552 5
7859 1661 4
1980 2850 3
2061 9996 6
6852 9913 4
8109 8970 4
4611 8271 3
2164 9408 2
395 3526 1
762 7044 2
8300 6580 3
2370 1754 2
8943 5631 5
2111 2300 0
9481 2020 1
5299 4650 3
3161 1349 5
7693 2379 4
8649 5938 4
1419 7777 1
9797 7002 1
8786 9132 2
2897 1857 6
3352 2263 1
3591 713 3
2142 1070 0
1417 4075 0
4121 8220 0
6975 4776 0
9330 8699 4
1078 9951 5
3902 7412 1
2673 7133 4
7791 2579 4
7831 3568 1
3249 765 4
3950 5454 0
397 3084 6
2754 3499 5
5653 5763 1
871 2413 4
8410 7662 2
975 1048 2
349 4935 5
404 5459 6
4629 8139 6
9622 884 4
4047 6011 6
4544 1388 5
539 8172 6
5077 5518 6
2219 65 0
7704 4722 1
416 626 0
9364 16 5
9061 2036 0
468 1726 3
8802 2188 4
2717 7775 0
8938 8887 2
5701 9051 5
6154 1172 6
7686 1606 0
9634 9166 5
9375 3324 6
2323 4767 6
7842 7551 1
2386 6459 6
9161 209 2
4352 7461 1
6135 163 3
7957 7290 3
1444 8005 3
2696 4045 3
1169 6660 0
1386 1934 4
4456 2634 0
3461 7517 0
4023 7607 1
401 1469 1
789 937 1
1356 801 5
8620 5399 0
2257 153 5
8649 20 1
8030 27 5
6138 311 0
3389 4322 3
4685 9149 6
2976 5962 6
4922 55 4
7241 3305 1
8213 2989 5
2567 5806 0
1159 9211 1
8055 6518 1
2408 525 3
2728 7914 6
4692 6424 5
9845 76 5
781 2792 0
7118 779 0
8635 7807 3
7067 7355 3
5416 9427 0
1708 6505 4
9768 5950 1
7009 4440 4
979 2716 5
1014 1180 0
7909 1093 6
1951 1752 1
5456 51 3
6858 6849 1
2952 2533 0
4952 4691 3
1438 9974 3
2179 4717 5
7130 6655 1
6408 3478 0
9098 5153 5
3505 7682 4
9065 6859 3
9981 5961 4
4057 6997 5
9074 1199 6
5904 7959 4
7988 9267 2
1267 6519 0
7317 1661 0
1350 5234 4
3157 2987 6
899 7052 4
5424 1895 0
8661 6408 5
2368 8545 4
9036 3586 0
9503 6378 2
5180 8272 3
9289 2508 2
1950 2033 4
352 7278 1
9336 1748 2
1521 4037 5
5049 403 0
1420 84 3
6494 6224 4
871 6996 4
1441 4130 1
8536 9489 5
6316 623 3
7886 3082 3
2276 4145 2
5196 1962 1
2625 2017 6
8656 9712 4
3800 1180 2
8530 593 3
858 6240 4
722 1966 2
8393 1331 3
3138 4975 0
8927 5845 4
2089 9390 4
9857 8228 3
3885 1538 6
5758 213 2
8477 5426 5
2120 696 1
7176 6024 4
2262 9169 4
9147 6259 5
6527 7233 2
6891 6909 3
9191 1486 5
561 1948 3
2408 8674 6
9227 6371 2
6888 3665 2
7285 2151 2
9513 1726 6
7891 1008 5
505 9135 6
8983 3158 0
4657 9380 5
9897 1676 4
603 8947 1
2536 9173 5
6266 8106 5
6143 9099 4
3325 3952 3
6169 2846 5
8096 8297 2
440 2311 6
6056 5241 0
5256 782 5
1792 8490 2
9469 5074 1
6765 4975 6
8632 9015 3
5733 4287 3
6256 8828 1
2318 5466 2
2511 5876 2
5967 2963 0
1168 4736 4
8427 8186 4
5749 1092 5
3318 7622 5
7661 7060 6
2686 7167 4
3083 6370 6
4766 7859 4
3390 1648 5
4873 4007 4
7786 8482 5
1323 1891 2
7120 719 2
3375 4488 6
2510 5633 5
9607 8967 5
546 2004 3
8976 2495 5
6705 2125 5
4865 9601 6
2046 9151 2
2281 1063 2
6283 9794 2
9097 9700 4
4265 3585 2
6891 5180 1
8537 6775 3
4505 1197 0
5310 6428 5
1403 2946 5
6925 2680 0
7015 8033 3
8839 1135 5
9131 4001 5
2391 3526 2
5433 551 5
8380 1760 0
9960 1395 4
7697 3165 6
8408 5624 6
8833 7355 3
9123 9632 0
7616 1973 3
7528 1558 3
6186 1242 0
1604 9529 0
1705 4907 1
1927 7419 6
4418 2006 4
8012 6467 1
1634 6464 4
2292 2435 5
2908 302 5
1897 7766 1
7642 1890 3
722 7883 1
8248 1717 6
1408 8518 3
8058 922 4
6014 507 2
1642 9793 5
3718 8673 0
9405 2519 1
205 8177 3
678 8354 6
688 7049 1
1021 3289 2
9354 4079 2
1776 6639 0
8460 8900 0
1103 4417 4
1599 2279 0
7602 2551 5
6864 8065 0
417 6839 4
4866 3269 0
5151 1959 4
6866 5613 0
4867 1180 6
7890 1277 0
1095 904 3
9000 278 2
7187 1745 1
4146 7302 6
6091 7756 3
2881 463 5
2349 9832 6
5573 1527 2
978 7064 6
1187 2484 5
9521 1818 5
9706 1216 4
8524 7076 4
982 5903 0
1350 2376 3
1563 8828 5
9815 6049 4
8082 4188 1
6336 5334 1
9249 8132 6
6975 6122 3
7157 1818 5
3821 2070 4
2059 2006 5
8203 5230 0
3463 8403 3
7829 1665 3
3407 7992 4
5269 7069 1
2722 2172 0
1746 5931 5
5952 3591 3
1801 3442 5
3340 8767 2
6525 7528 6
4369 3556 2
2321 8369 5
5192 3848 3
8427 7514 3
7416 3280 0
9904 1857 0
9933 7775 6
6648 7341 5
2439 6262 0
3501 1291 2
8596 1941 2
9169 9300 5
903 6809 4
4497 8516 0
9128 3778 0
7191 2133 0
7767 416 0
9075 8423 4
4233 2941 1
7986 6435 4
2996 3150 6
4259 9095 2
961 8476 5
1188 5323 6
2329 7238 5
2070 1796 0
6412 2686 0
8175 1777 4
57 495 1
1809 6236 0
8034 1047 5
6968 892 0
3242 5555 0
1065 8949 3
5239 6043 3
8286 6128 4
9973 9949 6
4825 5736 4
4181 6590 6
2853 1819 6
8476 195 1
7316 8175 0
1176 7514 3
5351 3170 6
7371 4178 5
861 4691 1
1706 8450 0
2140 4301 6
6658 1945 1
212 7248 3
4321 7414 3
2440 2352 2
9714 6519 1
7283 6954 2
3158 7622 1
8757 7596 6
5447 5832 2
2585 692 4
2695 4060 1
530 1398 1
5173 1662 5
9814 3310 4
144 7733 0
5532 2598 6
3990 972 6
4360 5632 0
5877 9216 0
9340 2467 1
755 808 4
6197 212 6
532 9865 5
1248 3261 1
6721 3648 2
521 4489 3
2553 5703 4
157 6699 4
4526 1613 1
4625 918 4
7601 1268 2
2197 2743 0
5084 2583 5
1256 91 4
1268 2732 6
3173 1335 1
4701 7081 3
8370 4559 1
2221 8377 5
193 253 6
6753 9142 2
9815 8261 6
4476 8317 4
5731 7537 6
5596 7083 1
6865 3328 2
9566 2641 1
1697 9853 0
1707 791 2
9144 7274 5
4715 8957 2
9550 1690 3
3833 6519 0
4061 4207 0
9489 7273 0
3571 4426 4
717 9493 1
1333 3552 5
3007 9171 5
7166 967 2
3560 2259 1
2167 3717 4
357 2336 6
1467 9274 0
9612 7204 4
3513 1010 1
906 4279 6
1186 1117 4
2542 6732 5
9272 9534 1
5919 7547 5
384 4277 5
4878 8616 5
8262 2799 1
9410 7066 0
6778 4075 3
2807 7520 6
9129 2363 6
1797 3859 6
798 9082 6
4435 6539 6
9392 2059 4
273 7676 6
5724 719 0
6001 2979 0
807 6816 0
3317 5524 3
6789 1756 5
4186 9450 5
7775 4171 1
7572 1238 3
8801 4349 3
2848 6188 3
2215 1480 0
1885 7727 6
358 4926 6
8681 3991 0
8095 1244 2
2749 2560 3
8022 1645 1
539 4295 0
8558 1375 5
2083 3446 2
5610 4333 6
328 3478 1
1168 1931 6
4370 9801 3
7214 9419 2
3148 5123 6
5126 1125 2
7933 980 0
8941 8693 1
6549 8594 1
7816 891 5
3054 8437 6
9677 375 6
610 4708 1
9486 9007 2
2647 8997 1
4797 3672 3
2719 5783 6
1071 6180 3
9421 344 4
9725 3589 5
96 400 2
3080 1703 3
9698 5016 1
6830 9949 1
909 7207 5
2080 6896 3
5523 4894 4
8539 1853 4
5325 8291 6
5450 5290 3
1377 354 2
1847 7068 0
3782 9031 2
3277 463 2
9908 1140 6
1128 346 6
2916 8973 0
1264 503 3
6365 2331 3
5316 3541 3
5369 9570 0
5865 1234 5
2778 6654 1
9307 1548 4
6500 8689 5
2727 6389 6
3712 1873 3
5652 7816 3
9316 1299 6
6717 3202 3
2021 1746 2
3451 5496 0
4031 8822 6
3730 3131 5
1372 515 0
2378 1037 5
9551 6125 4
4054 9560 6
7172 4793 5
6439 9045 3
3485 1400 3
1526 2823 1
2835 1285 5
9231 8347 0
3328 8357 4
8068 8068 3
8559 5283 6
5920 1999 6
7736 5078 3
9072 490 0
3853 6673 1
4348 2163 3
2854 932 4
6490 4345 0
8383 2865 2
3052 726 5
1839 6068 0
1052 1976 5
2808 4306 6
7106 2740 3
8850 4887 3
6178 2653 5
4209 6891 4
4035 9710 0
8869 9544 1
1021 8074 6
7314 2040 6
7124 9638 6
2503 8865 6
8568 9083 4
4857 2586 5
7667 3358 6
3698 5998 6
6250 8462 3
2783 6297 3
3129 482 4
1695 7846 3
4989 4371 5
2075 7084 2
2302 8515 2
5951 1910 4
2429 8484 0
9991 8109 1
157 614 1
2838 7456 2
1380 1430 2
2482 2725 0
5433 1693 6
4747 451 4
100 1729 2
1830 5183 3
8303 1748 4
1903 443 1
2422 1901 3
5116 1275 5
8845 1470 3
2618 348 4
3090 9022 4
3532 3376 4
8114 8113 1
2301 1323 5
1679 9105 6
4954 9255 1
4247 3296 2
7363 1389 5
8669 5799 3
3149 5878 4
4766 5000 3
713 9971 5
528 2786 2
3122 3753 1
1530 3470 4
5232 6565 6
4799 4831 1
4433 8407 5
8254 8631 0
9328 6157 2
3725 5795 4
2446 4243 3
8746 6599 3
8208 4071 6
7863 2408 4
2739 4896 2
3618 127 3
5396 6247 4
7151 410 1
4780 1051 2
256 1617 2
7079 1483 0
9800 3101 6
1635 2579 3
2093 806 6
7193 8242 5
946 7058 1
286 2603 4
7051 4658 1
2442 1036 5
8487 1371 3
4230 4786 4
3366 2646 0
7927 4980 6
4374 3291 2
4649 386 3
939 4967 6
8741 8602 5
8607 8977 1
5203 3607 2
1081 2397 5
972 1205 5
9919 6230 6
2089 6082 5
8598 431 4
2391 4392 2
222 2022 3
5862 2574 6
8820 1309 0
6425 7283 3
6343 3132 5
7993 7489 2
5030 1054 4
9538 9053 1
2295 7617 3
527 903 6
2733 1276 3
6227 6608 4
2665 3094 1
2893 1083 3
6423 8845 5
2382 868 4
2224 3584 6
850 9287 4
6777 7843 1
2753 9200 4
486 1348 6
7755 8893 2
107 3942 6
661 7278 6
4788 5012 1
3158 1254 1
6308 7313 4
3826 3470 0
3394 2553 2
6139 3722 6
3911 1003 6
4022 3037 4
9872 4913 2
1592 3312 6
9374 6247 0
6727 5686 2
6405 8811 6
7692 1448 3
2165 3518 2
1076 7161 6
2376 1745 6
247 6646 2
633 2299 6
6931 5019 1
9100 6693 4
1265 8273 4
4322 88 1
9958 8206 1
7057 1024 6
1736 1612 0
5310 2536 6
9248 3968 4
8792 3447 4
8285 4612 1
5760 9701 6
6199 3241 4
470 9967 4
6449 2091 1
7464 762 1
8587 8209 3
3548 5602 0
9613 3299 0
4147 1732 0
3622 8560 0
5701 2835 1
3152 2014 1
438 9573 0
5444 3066 0
785 4447 4
7101 7205 4
3974 8345 6
3797 8537 5
4193 9300 2
5364 4071 5
6091 7565 0
3169 7084 3
9556 5591 3
5871 100 0
3253 8220 5
7900 63 1
5281 8609 4
4608 5498 3
6207 6812 4
8874 5005 4
724 9867 0
8538 2462 3
4099 1609 0
7125 6835 4
2365 9977 3
4365 3902 4
541 3809 4
7821 8454 3
1287 11 0
8439 534 6
2083 6097 3
2736 6439 2
3414 482 6
2135 1249 2
5796 5134 2
9129 2645 1
4436 8064 0
355 322 4
4385 7702 1
3598 1139 6
2557 4276 3
1581 8947 4
793 8279 0
4517 2490 1
3768 5781 4
866 2077 1
6264 368 6
1031 5922 4
1544 6973 4
6628 3415 0
8098 8280 4
505 7501 3
9219 6375 5
7256 2484 2
7403 4637 1
694 5332 5
5074 1356 3
3490 440 5
3994 2270 0
9809 7781 2
3482 5899 4
528 1802 0
1039 410 4
2858 9083 0
3834 8888 6
4661 624 4
7234 5995 3
3439 5424 5
2741 1479 5
3575 8086 0
6797 3821 5
1861 4320 6
6321 2536 6
1899 240 2
6124 9332 1
9655 4239 1
1281 7045 3
7920 8674 4
9715 7565 2
4127 1118 1
5615 1386 6
9481 9342 4
4848 8228 6
7651 5496 6
3181 8069 6
2399 9837 6
1266 6583 4
2418 2931 1
2781 7823 3
8775 4192 0
7673 2872 3
9167 309 4
4046 2714 4
7472 3064 3
3183 9353 6
3118 5828 0
5673 9259 6
753 1251 2
5158 4435 5
9741 5714 1
8125 4762 6
9328 6298 1
3460 72 5
996 7128 0
535 120 3
454 9496 6
5932 7594 4
4672 5873 4
4837 192 3
6849 2877 3
510 2603 6
1292 6218 0
9613 6226 2
7690 3220 1
1713 4391 3
5698 3576 4
3016 2764 3
6681 7569 5
7358 2543 0
7137 3529 5
324 9434 0
8005 9150 5
5584 7096 0
688 1775 5
7322 2624 6
5617 934 3
155 4900 4
2594 8474 5
2764 7445 0
4963 7443 2
2442 1951 1
5738 8373 5
1746 9010 1
9399 4181 1
7164 9884 6
2738 2771 6
4294 7708 0
5909 3155 6
2688 3617 2
294 8714 1
8686 1519 0
9454 1094 5
6096 2177 1
4886 1487 5
3546 1580 4
1373 2035 0
3644 9257 2
2973 2403 5
638 4836 2
955 8312 3
9592 4286 3
5179 5183 3
9361 4725 6
6259 810 6
4200 101 4
6570 155 0
7462 1589 0
4984 6078 6
746 163 6
1392 4676 0
8522 2237 3
2981 5015 0
3348 950 2
2080 1567 1
734 9112 4
2020 6079 1
6782 1220 1
8774 4152 5
119 7852 1
8064 232 0
8562 9938 5
195 2928 0
3044 9416 5
9519 7619 0
5538 7512 1
5526 3045 4
5310 3872 0
9018 434 3
2523 8996 0
9675 4883 6
1158 6917 3
831 2587 3
728 2572 2
5129 2874 4
7739 1336 1
9754 637 1
6921 9032 6
887 9505 1
6282 9361 5
7584 5352 2
3221 2783 4
3407 2860 3
4251 5995 1
7788 4055 1
140 1361 5
1286 6777 1
9257 5442 6
7406 8688 3
6194 1477 0
7354 3872 1
2881 3280 5
6784 175 1
952 5541 4
1613 9228 2
5165 2229 0
1739 798 0
7373 967 0
386 7780 3
6850 2470 1
874 8409 6
9924 6221 4
3414 1070 1
9497 2663 6
1133 3265 5
6838 2064 3
2129 4053 1
4586 1547 6
4770 1599 1
4075 7480 5
7885 4425 4
8175 1180 0
1871 5194 2
4692 1535 0
6326 72 6
6375 6791 0
7971 7851 4
940 9560 4
3284 6027 6
4681 4938 2
2221 1057 0
8128 9818 1
7749 8692 3
7036 1360 3
1997 3936 5
347 1393 1
7502 8869 0
8275 7629 6
1099 5167 0
1750 2199 2
4899 8435 4
6301 1381 5
1093 849 4
8816 1071 4
6437 7725 2
1005 6754 3
365 1107 1
1770 7490 3
2348 4791 0
7991 5047 3
3186 5398 1
149 8254 4
3686 2827 6
7964 8846 0
2749 4398 6
2815 2492 6
3327 289 0
6439 4569 1
4944 3964 6
3563 5602 6
5409 7421 1
3112 5559 6
2346 121 5
3087 1001 6
7487 9530 5
4928 6869 5
1998 6740 3
8003 2143 5
5453 3653 0
1565 3239 5
7958 2076 0
6600 9231 0
2753 2988 6
1384 3719 5
1122 2449 0
1863 1824 3
8400 3223 3
8076 7663 0
9014 9223 4
5451 3644 2
7443 3623 5
7321 4466 3
4178 5244 2
2097 3378 1
4585 8702 5
1978 2415 4
7107 2412 1
8557 94 6
1377 7183 0
8338 6681 4
8491 8689 3
8288 4295 6
9639 1303 0
7693 7985 2
2877 704 6
7657 8154 6
655 2538 1
9558 9221 4
7916 2546 2
3800 4422 3
7697 4226 5
8500 1549 6
197 7999 0
394 152 1
1429 805 1
2170 1076 0
3546 1105 6
1424 1512 5
831 6486 4
3534 2116 5
6784 5847 1
5586 3684 6
5628 8782 3
2601 6005 0
8059 3080 2
5493 8555 4
8749 1051 6
8047 7432 5
8281 8266 4
664 8844 6
8468 4121 3
3857 5119 0
157 7059 0
9556 6897 5
9821 5168 3
2001 4991 0
2589 4447 1
6196 8934 1
6831 9726 3
7973 2473 5
3711 5746 3
7314 8543 5
1108 6245 0
1279 4998 2
6607 7296 3
3219 5882 0
6661 3719 0
6619 1378 1
2708 8986 6
4021 6848 5
8202 6976 6
2778 5098 2
7060 4331 2
8727 834 2
609 7124 6
4509 1577 2
2437 9586 0
3914 7010 4
1756 7722 6
5509 1535 3
8822 6114 2
9494 1615 3
848 5865 2
7131 9283 5
926 2841 5
5967 8341 4
5516 3217 5
9419 2075 4
2243 3645 1
6377 4901 1
6615 3868 1
645 858 4
6174 6076 5
5048 2337 3
7197 1446 3
838 2586 3
3501 9445 0
4636 2940 2
747 7722 4
7811 9962 2
6857 4227 6
5868 9296 4
6857 7470 1
8872 8154 3
5210 3145 0
9202 6687 3
5416 3505 0
5007 2196 1
6055 4179 6
9559 110 5
6589 1571 2
9668 7853 1
7731 7995 0
7648 5806 0
1325 9637 3
4648 445 5
773 1307 6
8585 5550 1
2618 4034 5
995 1292 0
4583 2946 3
1951 2142 4
7165 3597 2
7631 7710 6
2161 8169 4
435 9013 3
420 2109 1
2386 4337 2
871 6280 5
3053 3446 4
1470 2965 5
1179 9572 1
1536 6468 3
7342 3999 6
7780 1288 5
9152 1082 3
5817 3115 0
9115 7362 4
3035 1405 5
5015 1824 4
9418 546 1
7094 3976 0
872 4302 0
4563 7771 6
8759 1070 2
6574 9954 6
5427 6822 6
3552 5590 3
810 9233 3
9865 194 5
4432 1211 4
354 7418 4
6032 2119 1
4448 7882 0
8362 9 2
6874 9311 4
2433 6465 5
6603 4835 4
1569 1057 0
4329 5763 5
2388 1984 5
190 6818 0
405 4834 6
42 361 0
658 9621 3
1283 5317 0
9364 7830 3
2459 1940 0
2682 2952 6
2185 2885 5
5777 6767 1
6731 6291 6
9701 1112 3
2573 3943 6
9637 5394 6
8505 3695 3
6571 9314 5
2728 2659 4
5242 5732 4
572 5268 3
2215 9364 2
4728 9321 4
9974 1652 3
4318 7325 1
2230 6051 0
8706 3873 5
6646 1128 0
8670 1044 6
9510 8602 6
840 1442 5
7148 2732 6
6582 8936 6
2012 4166 4
8310 837 6
7386 7335 1
7304 7119 2
2663 5263 0
9155 6828 4
7407 7039 6
6368 5342 6
516 953 6
9910 573 4
1441 6928 1
8549 6071 3
5841 8731 1
54 1796 4
9788 408 4
5777 7363 2
5047 127 1
4181 888 2
6651 1607 5
3091 5744 3
4529 3179 2
2255 268 6
9061 8340 3
5681 605 2
5266 4750 0
2878 5769 2
6713 1906 0
5668 1236 4
4279 6494 1
129 7995 3
2765 1044 3
558 4184 5
6313 4481 1
223 6122 2
6036 6941 1
6526 6511 4
2662 313 3
4886 8554 1
2350 6637 5
7191 1394 0
4320 8837 2
4328 7812 0
7157 1688 5
8445 9043 4
7910 1605 3
6679 2998 4
1173 2681 6
2160 462 4
2818 3262 6
1247 6137 1
8252 2150 1
2541 2387 1
7363 9198 4
1219 1283 4
9987 2036 1
1507 3410 3
9212 7809 5
8429 989 5
9820 1454 3
3939 2857 5
461 788 2
5616 101 2
1436 5986 3
3643 2859 2
7680 8009 3
2047 6119 4
8235 7052 6
3619 8146 2
7528 6588 4
4867 5271 5
9274 422 5
9976 6758 2
7237 5140 6
792 5890 5
4 543 1
3977 7726 3
6043 2830 6
4824 534 1
9977 1626 6
2176 4007 6
2196 821 2
8620 1040 0
7975 6458 1
9315 739 4
387 6374 2
7327 2597 6
7385 6812 2
363 4613 1
7355 8243 1
1828 851 2
9941 1350 5
6371 7978 0
143 8101 6
8139 4281 4
3585 6398 3
260 2873 3
1116 6646 6
3215 4340 5
2423 7996 5
4079 3502 3
5268 2943 6
1347 9900 4
665 8275 6
1276 3588 1
4396 6287 4
7965 622 3
6390 8845 4
8899 7586 3
3209 5308 2
6563 1068 4
8094 7206 2
1849 1736 5
1942 2798 1
7701 8290 6
6466 3323 3
2316 986 0
1641 698 0
7674 891 6
1600 52 3
6785 2412 3
9432 8652 4
3934 3972 5
7614 7328 3
972 1615 5
2710 9319 6
2699 110 2
4277 6127 2
801 2091 4
1907 5713 1
6471 2666 2
9760 1492 1
9595 8701 5
1187 2506 2
1806 2880 5
6421 2316 3
6379 7827 0
2909 1053 4
7825 3425 2
8211 9945 5
3778 7654 0
743 5145 0
5358 7711 6
6525 2692 0
5937 9480 2
5568 8769 4
7041 3418 6
934 5697 3
2176 719 4
9230 1362 6
1819 4828 5
2079 2452 0
6813 3264 1
1626 3988 6
7841 7335 3
1629 2052 5
3639 3424 3
7610 1300 4
3992 9773 6
3214 5103 0
8859 471 1
9021 4577 1
2335 3041 3
7966 7262 4
3134 38 5
6188 6069 4
7884 1100 3
1076 6280 5
2075 6443 3
3567 6102 2
7354 1315 0
3923 1356 1
1535 5442 5
45 5484 2
4371 5560 0
3679 6363 0
5170 3023 1
7497 1733 0
7434 7549 3
9612 6228 4
808 6633 4
2394 1831 4
9019 6753 5
2909 2484 0
5224 1882 2
2106 2628 4
9959 2452 0
1804 5116 6
5387 7701 4
962 5172 6
6410 5742 2
3045 1028 3
5065 7927 3
5107 8798 0
4638 5776 5
3017 880 3
1088 8449 2
9544 7001 1
917 5128 3
1040 1681 3
1126 7428 0
6379 450 4
7921 4139 4
4702 7519 6
1280 4798 5
2581 2670 0
3688 8926 4
906 884 2
7315 4709 4
6906 8738 4
5750 4646 2
6219 7260 5
8011 3906 1
2132 7071 6
9923 993 1
1124 1931 6
8297 6768 4
2720 4227 1
2774 4741 1
1745 5807 5
6817 3382 4
7878 798 1
8504 1400 6
2755 4919 5
1555 6465 2
3101 753 2
6061 1247 4
7449 5923 2
4970 9509 2
5054 6333 3
3632 7515 4
2896 3341 2
563 7030 5
568 1002 4
366 1809 4
3820 7031 2
640 2514 5
8181 1782 1
326 3034 6
359 3927 0
573 5138 6
9418 7488 6
2174 1499 0
3802 2528 0
4241 1281 4
581 8021 1
4872 1093 6
5627 1426 1
8280 7452 0
67 7402 5
9319 6912 5
3318 7572 4
9184 2347 2
4607 1242 6
219 4883 2
1503 6640 0
898 3583 4
1314 705 0
1524 7128 6
3750 1823 2
3107 668 6
7655 4905 3
3990 30 4
636 9397 3
3387 5289 3
4575 7013 4
7145 2607 6
4502 8191 4
6196 7254 5
6741 2172 0
996 627 3
8207 6476 1
5718 1470 4
7106 3576 3
1898 500 0
899 8233 1
9538 446 1
9940 1582 6
1141 1509 6
9962 6609 3
1694 1717 3
7195 4815 4
5937 7277 0
9410 3556 0
3328 44 0
229 3840 4
2268 8008 6
3088 1062 6
5469 5031 2
5579 1270 5
2027 7760 5
6505 8779 3
19 5085 0
2347 6758 1
1343 3656 1
2892 2993 6
4100 3269 3
6055 91 1
5722 2106 5
6530 1758 0
4118 2323 4
6526 4697 1
3804 898 5
1417 58 4
8425 6353 0
1258 2177 1
4498 1338 0
7069 1967 0
9063 7729 5
778 4468 6
5696 6984 6
2313 6432 5
8258 3906 4
3601 9788 2
6750 4213 0
3933 3831 4
745 401 3
9423 201 4
1216 1807 0
4256 6371 0
3612 355 5
8175 185 1
4650 9250 6
5784 80 0
4274 5024 5
9729 7435 1
4739 3058 4
2935 1657 1
8713 290 1
6345 9733 2
5176 7020 4
713 4347 5
157 1199 1
3096 3411 2
9316 6719 1
2668 9515 4
4171 691 2
2377 819 2
1790 4837 6
2896 9322 2
327 1330 3
959 3822 0
9667 406 6
3807 3158 6
7500 1085 1
5229 5225 2
1956 4464 4
4591 2629 6
2516 3683 0
1398 7900 1
3330 9296 6
8086 6829 0
9640 2890 0
5063 5841 6
7017 8836 6
2684 4247 5
2329 7389 6
7698 3984 0
154 4884 5
8679 2388 6
6431 9465 0
1532 554 1
4060 4125 6
8884 7807 3
3489 2003 2
378 3876 5
2261 5713 4
3746 5765 3
4406 7485 5
2952 7686 3
1669 9116 0
2756 8978 6
4267 5161 6
6714 1061 5
1108 6649 0
4679 2365 2
9380 9645 4
2774 7452 1
2300 7605 1
7344 3877 3
4840 3096 2
2034 7713 4
4569 4401 4
7833 1709 4
9368 1460 6
9722 678 4
1759 1054 4
9326 6726 2
1295 2029 5
5285 2190 4
7723 4997 3
8212 6571 3
3504 2160 4
1385 6754 2
5310 261 1
1129 914 3
2875 4728 4
2364 5924 5
7063 6416 0
9378 4737 1
2081 9685 2
6382 6083 2
5344 664 3
6513 4846 6
3098 9470 5
4339 6335 6
5004 2567 4
5334 171 4
8131 1466 6
613 6847 5
4606 508 0
6408 1201 1
9037 6489 5
6202 225 2
7820 8573 2
1395 9131 3
2884 1448 5
1009 3329 5
3125 8809 5
8852 7126 1
5101 7894 6
1587 3804 3
7280 5709 3
1492 7831 4
2147 6304 5
4888 5958 2
6870 7867 5
1330 9372 0
2194 2308 3
5880 2586 2
5074 2118 6
628 8439 6
8884 4037 2
820 6130 0
9032 8800 1
3359 535 6
7996 1914 2
2963 1302 5
6034 8696 2
821 473 1
3953 9452 3
2337 7210 1
3474 3951 2
2559 6847 2
4316 3583 0
